CO_CNES;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
4880854;2803504880854;28;280350;;ALICIA SILVA OLIVEIRA;ALICIA OLIVEIRA PSICOLOGA INFANTIL;;;M;;;M ;MUNICIPAL;4;22;49400000;RUA LIBERIO MONTEIRO;436;LAUDELINO FREIRE;;-10.9153;-37.666353;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;54190155000167.0;;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4885899;2800304885899;28;280030;;ESPECTRO KIDS LTDA;ESPECTRO KIDS;;;M;;;M ;MUNICIPAL;4;36;49026040;DEOSANE VIEIRA DE FREITAS;1607;GRAGERU;79 999311984;-10.9358610772;-37.0598363604;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;52767091000199.0;COMERCIAL@ESPECTROKIDS.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4887379;2800304887379;28;280030;;CRESCER COM AFETO PSICOLOGIA LTDA;CRESCER COM AFETO;;;M;;;M ;MUNICIPAL;4;36;49025700;TERENCIO SAMPAIO;532;GRAGERU;79 96816786;-10.9327710776;-37.057686964;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;53511399000131.0;CRESCER.AFETO@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4887409;2800304887409;28;280030;;JOSE ALVES DO NASCIMENTO SERVICOS MEDICOS LTDA;JOSE ALVES DO NASCIMENTO FILHO;;;M;;;M ;MUNICIPAL;4;36;49020580;GONCALO PRADO ROLEMBERG;446;SALGADO FILHO;79 99493098;-10.9225112;-37.0531808;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;32650344000132.0;ELISIAMELLO@OUTLOOK.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4887417;2800304887417;28;280030;;CPEO CENTRO PROFISSIONALIZANTE DE EXCELENCIA DE ODONTOLOGIA;CPEO;;;M;;;M ;MUNICIPAL;4;36;49041060;BOSCO SCAFFS;95;INACIO BARBOSA;79 32143197;-10.9529732;-37.0702132;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;11820813000144.0;BOMFIMCONTABILIDADELTDA@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4889142;2800304889142;28;280030;;MNA SERVICOS MEDICOS LTDA;MNA SERVICOS MEDICOS;;;M;;;M ;MUNICIPAL;4;36;49041060;BOSCO SCAFFS;95;INACIO BARBOSA;79 99643496;-10.9529732;-37.0702132;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;44488076000183.0;MNANDRADENEWTON7@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4889932;2804204889932;28;280420;;CLINICA E LABORATORIO VITALY;CLINICA VITALY;;;M;;;M ;MUNICIPAL;4;36;49690000;RUA JOSE AUGUSTO DA SILVA;289;CENTRO;79999606299;-10.0307486472;-37.5626086023;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;43616453000150.0;DOUTORA.ARLEYRBIOMEDICA@GMAIL.COM;2135.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4895975;2800304895975;28;280030;;CASA MAGICA ESPACO TERAPEUTICO LTDA;CASA MAGICA;;;M;;;M ;MUNICIPAL;4;36;49050220;D BOSCO;1158;SUICA;79 99841350;-10.9173939;-37.0585715;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;53363579000113.0;CASAMAGICA.AJU@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4897560;2800674897560;28;280067;;ASSISTENCIA SOCIAL E ACAO COMUNITARIA JOSE BARBOSA ASACJB;ASSISTENCIA SOCIAL JB;;;M;;;M ;MUNICIPAL;4;2;49360000;VENANCIO FONSECA;199;CENTRO;79999496477;-11.145423495;-37.6157507145;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;13365945000159.0;CONTABILIDADEJCM@YAHOO.COM.BR;3999.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4902025;2800304902025;28;280030;;ACR SERVICOS MEDICOS LTDA;ACR SERVICOS MEDICOS;;;M;;;M ;MUNICIPAL;4;22;49045015;PADRE NESTOR SAMPAIO;140;LUZIA;55 99999999;-10.9373290882;-37.0636798775;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;52155257000116.0;CNXCONTABILIDADE@HOTMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4902629;2803504902629;28;280350;13124052000111.0;MUNICIPIO DE LAGARTO;REDE FRIOS CENTRAL MUNICIPAL DE IMUNOBIOLOGICOS;;;M;;;M ;MUNICIPAL;4;84;49400221;AVENIDA SANTO ANTONIO;S/N;PRATAS;;-10.8724533453;-37.6631471515;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
4902726;2803204902726;28;280320;;CENTRO DE ACOLHIMENTO MAO ESTENDIDA CEAME;CEAME;;;M;;;M ;MUNICIPAL;4;83;49120000;POVOADO XINDUBA;S/N;ZONA RURAL;79 98458559;-11.002384;-37.317018;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);22116409000100.0;CEAME.PRESIDENCIA@GMAIL.COM;3999.0;;;;;0.0;0.0;;NAO
4906446;2800304906446;28;280030;;UM NOVO OLHAR DESENVOLVIMENTO MULTIDISCIPLINAR LTDA;UM NOVO OLHAR;;;M;;;M ;MUNICIPAL;4;36;49026010;MINISTRO GERALDO BARRETO SOBRAL;2131;JARDINS;79 34313076;-10.9415241318;-37.0597579927;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;56059094000129.0;CONTATO@CONTABILIZESERGIPE.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4910389;2800304910389;28;280030;;CLINICA SAO DANIEL LTDA;GOLD PRIME ODONTOLOGIA;;;M;;;M ;MUNICIPAL;4;36;49026209;HELIO DE SOUZA LEAO;383;JARDINS;79 32116793;-10.9494981;-37.0595394;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;10882746000200.0;DAIANE@CLINICASAODANIEL.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4910397;2800304910397;28;280030;;COMPENDIO PSICOLOGIA LTDA;COMPENDIO PSICOLOGIA;;;M;;;M ;MUNICIPAL;4;36;49025740;DOUTOR JOSE MACHADO DE SOUZA;120;JARDINS;79 99447987;-10.9448301156;-37.0608657604;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;56346999000180.0;OTTOBR007@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4910443;2800304910443;28;280030;;LUANA MARCOS SERVICOS MEDICOS LTDA;LUANA MARCOS SERVICOS MEDICOS;;;M;;;M ;MUNICIPAL;4;36;49041060;BOSCO SCAFFS;95;INACIO BARBOSA;79 91515069;-10.9528627307;-37.0704775639;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;56348620000170.0;IARACMS08@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4913949;2804704913949;28;280470;13113766000124.0;MUNICIPIO DE NOSSA SENHORA DE LOURDES;ACADEMIA DA SAUDE DE NOSSA SENHORA DE LOURDES;;;M;;;M ;MUNICIPAL;4;74;49890000;RUA DA PALHOCA;S/N;CENTRO;;-10.07807425;-37.05663915;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;SMS.LOURDES@YAHOO.COM.BR;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4918738;2800304918738;28;280030;;IMPLANCENTER CLINICA ODONTOLOGICA LTDA;IMPLANCENTER CLINICA ODONTOLOGICA;;;M;;;M ;MUNICIPAL;4;36;49010130;JOAO PESSOA;13;CENTRO;71 92868782;-10.9121170455;-37.049202919;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;52450807000120.0;EMILIA.SSANTANADENTISTA@OUTLOOK.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4918851;2800304918851;28;280030;;MICHEL LUIZ OLIVEIRA ANDRADE LTDA;MICHEL LUIZ OLIVEIRA ANDRADE LTDA;;;M;;;M ;MUNICIPAL;4;36;49037475;SANTOS DUMONT;957;ATALAIA;79 99366929;-10.8961059;-37.0816092;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;40653604000151.0;LLUIZOA@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4918886;2800304918886;28;280030;;GALLI AMARAL SERVICOS DE SAUDE LTDA;ANGIO CLINICA GALLI AMARAL;;;M;;;M ;MUNICIPAL;4;36;49035100;MARIO JORGE MENEZES VIEIRA;2375;COROA DO MEIO;79 96004094;-10.9529249;-37.0452641;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;49219227000111.0;LOEMAAMARAL@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4918894;2800304918894;28;280030;;ASSOCIACAO DE APOIO AO ADULTO COM CANCER DO ESTADO DE SERGIP;AAACASE;;;M;;;M ;MUNICIPAL;4;36;49075580;VEREADOR JOAO CLARO;262;SIQUEIRA CAMPOS;79 32411171;-10.9075140992;-37.0712355198;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;5437350000133.0;AJUDE.AAACASE@GMAIL.COM;3999.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4918908;2800304918908;28;280030;;G A S SCHWAMBACH LTDA;FACE FISIOTERAPIA AVANCADA DA COLUNA E ESCOLIOSE;;;M;;;M ;MUNICIPAL;4;36;49025740;DOUTOR JOSE MACHADO DE SOUZA;120;JARDINS;79 96632177;-10.9454205;-37.0610638329;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;51370952000138.0;GUACIRAFISIO@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4923804;2800304923804;28;280030;;MEDICINA HIPERBARICA DE SERGIPE LTDA;O2 CICATRIZA;;;M;;;M ;MUNICIPAL;4;36;49020570;AV FRANCISCO PORTO;772;SALGADO FILHO;79 32161821;-10.9321373737;-37.0570254909;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;57268151000142.0;OHBSERGIPE@OUTLOOK.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4923812;2800304923812;28;280030;;GOMES FELIX SERVICOS MEDICOS LTDA;CLINICA REY CENTRO DE SAUDE DR TECH;;;M;;;M ;MUNICIPAL;4;4;49035100;AVENIDA MARIO JORGE MENEZES VIEIRA;3074;COROA DO MEIO;79996100057;-10.955;-37.04451;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;51651575000105.0;REYCENTRODESAUDE.GESTAO@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
4923839;2800304923839;28;280030;;SEABRA GOULART ODONTOLOGIA LTDA;SEABRA GOULART ODONTOLOGIA;;;M;;;M ;MUNICIPAL;4;36;49026209;HELIO DE SOUZA LEAO;383;JARDINS;79 99857421;-10.9492981533;-37.0597501234;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;55236882000180.0;TIAGO.OGOULART@OUTLOOK.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4929497;2800304929497;28;280030;;INTEGRALIS LTDA;INTEGRALIS;;;M;;;M ;MUNICIPAL;4;36;49020410;JOSE FREIRE;556;SALGADO FILHO;79 91511530;-10.9306676001;-37.0560648501;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;52380781000190.0;DIANAACGUERRA@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4929500;2800304929500;28;280030;;SARINA MOREIRA DA SILVA FARO;SABRINA MOREIRA DA SILVA FARO;;;M;;;M ;MUNICIPAL;4;22;49025220;R FRANCISCO GUMERSSINO BESSA;53;GRAGERU;79998218836;-10.9330848777;-37.058480718;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4929640;2802904929640;28;280290;;CARDIOMAMA ITABAIANA LTDA;CARDIOMAMA ITABAIANA;;;M;;;M ;MUNICIPAL;4;36;49503300;DOUTOR LUIZ MAGALHAES;00739;ANIZIO AMANCIO DE OL;79 34316979;-10.6921904817;-37.4269947924;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;49231565000179.0;CARDIOMAMA.ITABAIANA@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4930045;2800304930045;28;280030;;LYVIA DE JESUS PSICO LTDA;PSICO;;;M;;;M ;MUNICIPAL;4;36;49020450;AV PEDRO PAES DE AZEVEDO;225;SALGADO FILHO;79 88769901;-10.9292570442;-37.0565039198;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;54667691000100.0;LYVIAPSICO@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4930312;2800304930312;28;280030;;ONCOANCAR SGE AJU SERVICOS MEDICOS LTDA;SGE CIRURGICA PRIMAVERA;;;M;;;M ;MUNICIPAL;4;36;49075280;RUA GOIAS;896;SIQUEIRA CAMPOS;71 82371174;-10.9080184595;-37.0737274045;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;45964700000134.0;FINANCEIRO@SGESAUDE.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4935330;2800304935330;28;280030;;CASTRO SANTIAGO NEURODONTO LTDA;NEURODONTO;;;M;;;M ;MUNICIPAL;4;36;49025740;DOUTOR JOSE MACHADO DE SOUZA;120;JARDINS;82 99405355;-10.9454205;-37.0610638329;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;27498326000147.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4935349;2800304935349;28;280030;;ARTRO ORTOPEDIA ESPECIALIZADA LTDA;ARTRO ORTOPEDIA;;;M;;;M ;MUNICIPAL;4;36;49015220;RUA CAMPOS;595;SAO JOSE;79 32115770;-10.9218205544;-37.0506314757;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;20039967000194.0;VALELOPES@BOL.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4936876;2800304936876;28;280030;;FONOAUDIOLOGA ANA JULIA LTDA;FONOAUDIOLOGA ANA JULIA;;;M;;;M ;MUNICIPAL;4;36;49075270;FREI LUIZ CANOLO DE NORONHA;137;SIQUEIRA CAMPOS;79 99391713;-10.9274026975;-37.0763681757;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;52696964000110.0;FONOANAJU@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4936884;2800304936884;28;280030;;YNGRID MAYARA SANTANA SANTOS LTDA;YNGRID MAYARA SANTANA SANTOS;;;M;;;M ;MUNICIPAL;4;36;49020635;GUILHERMINO REZENDE;321;TREZE DE JULHO;79 33027395;-11.0193104;-37.0755863931;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;58228336000196.0;DOMINGOS@SILSANCONTABILIDADE.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4936930;2800304936930;28;280030;;ANA PAULA DAMASCENA DA SILVA;ANA PAULA DAMASCENA DA SILVA;;;M;;;M ;MUNICIPAL;4;22;49026209;AV HELIO DE SOUZA LEAO;383;JARDINS;79998696939;-10.9492981533;-37.0597501234;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4936957;2800304936957;28;280030;;B T SERVICOS MEDICOS;B T SERVICOS MEDICOS;;;M;;;M ;MUNICIPAL;4;36;49015220;CAMPOS;595;SAO JOSE;79 99577833;-11.0921658935;-37.353515625;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;32579431000140.0;TATICABASTOS@HOTMAIL.COM;2232.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4938887;2800304938887;28;280030;;INSTITUTO LUMAS LUDMILLA ALVES PSICOLOGIA LTDA;INSTITUTO LUMAS ESPACO INTEGRATIVO LUDMILLA ALVES;;;M;;;M ;MUNICIPAL;4;36;49015400;CEL STANLEY FERNANDES DA SILVEIRA;319;SAO JOSE;79 96502171;-10.9236522152;-37.0519236545;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;58406590000137.0;MILLA.VERITAS.25@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4942094;2800304942094;28;280030;;ANGIOVASCULAR SERGIPE LTDA;ANGIOVASCULAR SERGIPE;;;M;;;M ;MUNICIPAL;4;36;49026209;HELIO DE SOUZA LEAO;383;JARDINS;79 98495100;-10.9492981533;-37.0597501234;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;23661435000182.0;ANGIOVASCULARSERGIPE@HOTMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4942779;2804804942779;28;280480;13128814000158.0;PREFEITURA MUNICIPAL DE NOSSA SENHORA DO SOCORRO;VIGILANCIA EPIDEMIOLOGICA MUNICIPAL;;;M;;;M ;MUNICIPAL;4;50;49150000;PRACA GETULIO VARGAS;S/N;CENTRO HISTORICO;;-10.8544647934;-37.1270915866;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;;;;;0.0;0.0;;NAO
4942809;2804804942809;28;280480;13128814000158.0;PREFEITURA MUNICIPAL DE NOSSA SENHORA DO SOCORRO;UNIDADE DE VIGILANCIA EM ZOONOSES CLAUDENEY LEITE GOMES;;;M;;;M ;MUNICIPAL;4;50;49163636;RUA F;844;GUAJARA;;-10.8862423413;-37.1604609489;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;;;;;0.0;0.0;;NAO
4943643;2800304943643;28;280030;;CENTRO DE NEUROLOGIA E NEUROCIRURGIA DE SERGIPE S S LTDA;CENTRO DE NEUROLOGIA E NEUROCIRURGIA DE SERGIPE;;;M;;;M ;MUNICIPAL;4;36;49026209;HELIO DE SOUZA LEAO;383;JARDINS;79 32118352;-10.9492981533;-37.0597501234;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;6695988000218.0;CENTRODENEUROCIRURGIASE@YAHOO.COM.BR;2240.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4943678;2800304943678;28;280030;;CIPESE CIRURGIOES PEDIATRICOS DE SERGIPE LTDA;CIPESE;;;M;;;M ;MUNICIPAL;4;36;49015220;RUA CAMPOS;595;SAO JOSE;79 32115770;-10.9221346;-37.0491604;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;16575332000134.0;VALELOPES@BOL.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4943686;2800304943686;28;280030;;DRA ADRIANA ALBUQUERQUE LTDA;DRA ADRIANA ALBUQUERQUE GINECOLOGISTA;;;M;;;M ;MUNICIPAL;4;36;49027130;HONOR GREGORIO SANTOS;36;GRAGERU;79 32179750;-10.942861942;-37.0647619508;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;55672834000135.0;ADRIANACBALBUQUERQUE@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4943708;2800304943708;28;280030;;MARQUES SERVICOS UROLOGICOS LTDA;MARQUES SERVICOS UROLOGICOS;;;M;;;M ;MUNICIPAL;4;36;49045760;HERMES FONTES;2064;LUZIA;79 98830055;-10.9361498;-37.0631043;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;45154486000150.0;DIEGOMARQUESFER@HOTMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4944925;2805704944925;28;280570;;RAMON B BARROS;ULTRACLIN;;;M;;;M ;MUNICIPAL;4;36;49900000;R DOM JOSE VICENTE TAVORA;219;CENTRO;;-10.208207;-36.842099;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;53518459000148.0;RBARROS310389@GMAIL.COM;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
4945611;2801004945611;28;280100;13134614000108.0;UNIDADE BASICA DE SAUDE CARLOS JOSE DOS SANTOS;UNIDADE BASICA DE SAUDE CARLOS JOSE DOS SANTOS;;;M;;;M ;MUNICIPAL;4;2;49520000;CONJUNTO MUTIRAO;S/N;CENTRO;;-10.75063;-37.5015;1.0;ATENDIMENTO SOMENTE PELA MANHA;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4947304;2800304947304;28;280030;;UNIMED SERGIPE COOPERATIVA DE TRABALHO MEDICO;CENTRO DE TERAPIAS ESPECIALIZADAS UNIMED SERGIPE;;;M;;;M ;MUNICIPAL;4;60;49020235;AV ANIZIO AZEVEDO;639;SALGADO FILHO;79 21078781;-10.9277488378;-37.0525753892;;;13360276001013.0;CCONT@UNIMEDSE.COOP.BR;2143.0;;;;;0.0;0.0;;NAO
4950429;2807404950429;28;280740;;LEAL NASCIMENTO SANTOS SERVICOS EM SAUDE LTDA;CENTRO MEDICO IMPERATRIZ DOS CAMPOS;;;M;;;M ;MUNICIPAL;4;4;49300000;AVENIDA JOAO ALVES FILHO;492;CENTRO;79 999808002;-11.1854432084;-38.0030983686;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;51067640000150.0;;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4950607;2800304950607;28;280030;;TORRES APOLONIO SERVICOS MEDICOS LTDA;TORRES APOLONIO SERVICOS;;;M;;;M ;MUNICIPAL;4;36;49015260;FREI PAULO;181;SAO JOSE;79 30276882;-10.9219298328;-37.0621883639;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;57681902000158.0;OTAVIOMTH10@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4951611;2800304951611;28;280030;;GATEU SAUDE SERVICOS MEDICOS LTDA;GATEU SAUDE;;;M;;;M ;MUNICIPAL;4;22;49015220;RUA CAMPOS;595;SAO JOSE;71 97298999;-10.9221546537;-37.0490041959;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;38278015000199.0;VINYVILASBOAS@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4951638;2800304951638;28;280030;;DINIZ SOUZA SERVICOS MEDICOS LTDA;DINIZ SOUZA SERVICOS MEDICOS;;;M;;;M ;MUNICIPAL;4;22;49015220;RUA CAMPOS;595;SAO JOSE;79 30242809;-10.9221546537;-37.0490041959;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;31569958000121.0;VALELOPES@HOTMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4951646;2800304951646;28;280030;;FT NEFROLOGIA LTDA;FABIANE SILVA SANTOS PINHEIRO;;;M;;;M ;MUNICIPAL;4;22;49015220;RUA CAMPOS;595;SAO JOSE;79 30242809;-10.9221546537;-37.0490041959;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;23016682000126.0;VALELOPES@BOL.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4951654;2800304951654;28;280030;;CABRAL CABRAL SERVICOS MEDICOS LTDA;CABRAL CABRAL SERVICOS MEDICOS;;;M;;;M ;MUNICIPAL;4;22;49015220;RUA CAMPOS;595;SAO JOSE;84 96226683;-10.9221546537;-37.0490041959;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;58067305000109.0;ADARARESENDE@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4951662;2800304951662;28;280030;;LG SERVICOS E EXAMES CARDIOLOGICOS LTDA;LG CARDIO;;;M;;;M ;MUNICIPAL;4;22;49015220;RUA CAMPOS;595;SAO JOSE;79 30242809;-10.9221546537;-37.0490041959;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;10288372000119.0;valelopes@bol.com.br;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4951670;2800304951670;28;280030;;HEXANEST SERVICO DE ANESTESIOLOGIA E DOR LTDA;HEXANEST;;;M;;;M ;MUNICIPAL;4;22;49015220;RUA CAMPOS;595;SAO JOSE;79 32115770;-10.9221546537;-37.0490041959;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;25114929000172.0;VALELOPES@BOL.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4951689;2800304951689;28;280030;;ONCOLOGIA ORTOPEDICA DE SERGIPE LTDA;GOSS;;;M;;;M ;MUNICIPAL;4;22;49015220;RUA CAMPOS;595;SAO JOSE;79 30242809;-10.9221546537;-37.0490041959;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;52868184000100.0;VALELOPES@BOL.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4951697;2800304951697;28;280030;;FERREIRA SERVICOS ODONTOLOGICOS LTDA;MYLLENNA FERREIRA ODONTOLOGIA;;;M;;;M ;MUNICIPAL;4;22;49020450;PEDRO PAES DE AZEVEDO;130;SALGADO FILHO;79 81347505;-10.9281477667;-37.0564284198;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;58448845000124.0;DRAMYLLENNAFERREIRA@GMAIL.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4951727;2800304951727;28;280030;;PRIMAVERA SERVICO DE ANESTESIOLOGIA E DOR LTDA;PRIMAVERA SERVICO DE ANESTESIOLOGIA E DOR;;;M;;;M ;MUNICIPAL;4;22;49015220;RUA CAMPOS;595;SAO JOSE;79 32115770;-10.9221546537;-37.0490041959;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;24272029000190.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4951743;2800304951743;28;280030;;MEDCARE SERVICOS MEDICOS LTDA;MEDCARE;;;M;;;M ;MUNICIPAL;4;22;49015220;RUA CAMPOS;595;SAO JOSE;79 30242809;-10.9221546537;-37.0490041959;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;14053189000195.0;VALELOPES@BOL.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
